mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,chroma_mean,chroma_std,rms_mean,rms_std,tempo,genre,source_file,chunk_id
-115.49126,83.41684,47.350887,27.257267,11.457268,11.880994,11.40081,21.427588,11.843595,17.410519,3.155637,13.840126,6.9154754,9.8505535,-2.8476708,12.983789,1.5693473,8.70588,3.113727,7.350789,6.124588,6.9260755,4.2299633,4.9108863,3.4358346,7.096288,4018.1607712710365,1061.1878008804838,8230.487154447115,1632.8977137077218,0.21272911658653845,0.12068496333416952,0.44130504,0.28621858,0.0890187,0.05558869,184.5703125,pop,pop.00032.wav,6
-66.78604,53.383987,41.326794,21.267944,7.47934,15.406265,11.571525,12.4360895,15.533385,11.225533,-1.9409012,13.519432,-0.738412,10.209639,3.2041645,7.6618876,-3.022545,7.0385814,-7.874451,7.852523,-4.2747684,6.982549,3.4538565,6.7110577,5.8130436,5.818708,4090.532140428179,891.9344938859098,8359.355093149039,927.12283075549,0.23626427283653847,0.11205410073000809,0.40943787,0.2834294,0.10511907,0.042364974,95.703125,pop,pop.00032.wav,7
-73.69592,51.8221,50.380604,22.06654,6.840845,18.739918,6.9699154,16.95807,12.602234,10.485173,8.167184,10.93264,8.507518,9.8116455,-0.113475576,5.922047,-2.4768517,8.087527,-1.2954942,8.864735,-0.9632127,6.4520993,-0.42913714,6.565649,3.4838805,7.2076855,3832.7842575897575,806.4815864831127,8118.1003981370195,1018.1992417015032,0.19642052283653846,0.08307724287305723,0.4515358,0.27900788,0.10317147,0.043455318,184.5703125,pop,pop.00032.wav,8
-74.8063,48.180916,43.272358,19.614208,13.591688,19.230053,11.106623,15.962931,12.646745,16.149883,-0.92608935,13.082418,2.981812,9.97027,1.0329996,11.11908,-1.9565241,10.338743,-0.2766616,9.82697,2.2959769,8.563508,-0.62103766,8.803878,-3.2216325,7.0008693,4146.931960533767,1070.3361909488492,8326.144268329326,1058.647175378227,0.23292142427884616,0.1232112912723335,0.431367,0.2856988,0.10862487,0.04516776,95.703125,pop,pop.00032.wav,9
-128.89838,52.49699,83.06568,29.143036,26.484037,21.751205,-0.77750576,17.797684,1.2958114,14.556753,-2.953209,12.309228,-7.2054696,11.286342,-16.270256,11.049669,0.23148581,11.746753,6.5440736,11.634839,-10.867509,9.540764,-6.7993813,16.044613,0.06737045,10.7920475,2955.9440595132924,1244.3010483586193,6572.596153846154,2244.63379711775,0.11795748197115384,0.08603852988593544,0.35449246,0.30857834,0.13235399,0.07879791,75.99954044117646,pop,pop.00026.wav,0
-145.24756,54.94107,89.298195,34.972534,37.02717,21.662125,-0.07580572,15.852927,2.4833055,21.510563,-3.436013,17.086584,-3.683302,13.662721,-10.441404,13.542666,-7.636057,10.900358,2.099144,9.51344,-5.458345,8.656328,-1.1038821,9.373101,-3.3402622,10.125418,2863.6989645352837,1321.6915046493473,6320.823317307692,2606.946897471185,0.10720778245192308,0.08944327116155322,0.32500982,0.29678637,0.12080944,0.07625625,75.99954044117646,pop,pop.00026.wav,1
-119.228745,45.909176,86.751144,28.365746,29.059862,18.330202,-7.643106,18.861456,-2.876254,18.549168,1.7953668,11.290692,2.6341577,11.883165,-19.10433,15.265071,-5.472255,9.460611,-0.6080364,11.589044,-8.563692,8.414711,-7.7565365,10.30345,-1.4649899,7.6395903,2806.999329162575,1104.2088782001726,6294.900653545673,2005.7847688049824,0.11275165264423077,0.08299563848208216,0.2741195,0.29794765,0.15113728,0.06451134,75.99954044117646,pop,pop.00026.wav,2
-48.43474,55.11587,79.20246,17.583841,5.1046753,24.657461,-7.8650637,20.32607,-4.236543,15.726137,4.313667,15.528003,-6.732595,11.53775,-7.675766,12.811386,-3.0612779,9.92926,-1.825724,10.277727,-8.641232,9.907358,-7.6894555,9.367518,-3.7889483,7.811999,2830.378085410323,787.4978419414301,6322.645357572115,1657.3896771403868,0.11641376201923077,0.043905973002413834,0.31789038,0.28938857,0.20149267,0.09055174,151.99908088235293,pop,pop.00026.wav,3
-66.493256,45.751183,114.00893,19.585464,21.7701,13.250016,1.5899138,12.727249,14.49605,11.372366,2.6132796,8.2542715,3.0861442,7.66767,1.4643934,6.962403,8.393307,5.2571955,12.325476,7.818194,-1.4179366,5.984857,-2.762271,5.18331,1.5634915,6.455773,2119.177323923605,665.7948238278557,4770.68115234375,1982.0387634273038,0.06917067307692308,0.020539673932382426,0.31991425,0.29277018,0.21257746,0.07616054,75.99954044117646,pop,pop.00026.wav,4
-41.45221,51.485046,111.74254,21.72675,7.360537,16.98026,-3.8358412,10.873633,11.227368,12.077717,9.296089,7.318622,6.691279,9.275441,-1.5204796,7.220013,4.452437,9.837254,8.97334,5.9588394,-5.68938,5.5607777,-4.1439667,5.522872,1.5801265,5.2216864,2227.052842675204,830.747378077902,4756.518930288462,2025.4858354937899,0.09251051682692307,0.0442213533260352,0.35262534,0.2885217,0.2300874,0.07593939,151.99908088235293,pop,pop.00026.wav,5
-68.44849,49.59216,103.35721,26.220112,20.641207,20.472162,10.192152,12.942773,16.003561,12.975461,15.175481,10.276409,4.034662,7.5008054,0.91501445,8.007763,-1.9551047,9.499306,4.0013494,5.801945,1.2419705,4.8387165,-1.5565147,4.688941,0.010198505,6.531673,2260.62560620527,855.6066788961502,4955.452599158654,2080.7258881875746,0.08875075120192308,0.0399922592598858,0.31995076,0.30249375,0.2067097,0.07636245,75.99954044117646,pop,pop.00026.wav,6
-51.366047,62.44884,101.45736,27.923635,12.197286,21.863447,4.751761,15.18096,14.421869,12.473407,9.749109,10.748213,1.811769,11.175343,3.1427176,8.115362,-0.5670624,7.2280107,1.3771858,7.014038,-6.3259087,7.4347954,-4.0513654,7.6862736,3.1291893,6.172158,2328.2467140978906,794.6433784250955,5165.484149639423,2096.999335263696,0.09614633413461539,0.04728354204410861,0.3981587,0.2934547,0.21404202,0.073616035,151.99908088235293,pop,pop.00026.wav,7
-37.125748,42.54059,98.27445,26.943092,5.160113,24.326635,-1.6062126,10.747356,5.8277965,12.388532,6.844066,14.508729,-0.6304698,12.24626,-2.8615835,7.769264,9.110471,8.909651,11.620896,9.257061,-3.6552374,11.280901,-7.908865,7.572289,-5.442367,7.161651,2580.646191016531,1057.6037968815094,5439.2042893629805,2355.9055866118006,0.12972506009615384,0.06875681851018868,0.3509642,0.30309153,0.22756855,0.097468466,151.99908088235293,pop,pop.00026.wav,8
-28.334461,42.121716,108.80799,19.889168,3.3102233,16.451042,-0.35760757,14.16945,12.73452,10.876668,5.3971105,9.5044775,7.2935967,9.496818,-2.660001,7.725236,6.4205966,7.6774783,4.047601,7.0261593,-8.618964,6.6490088,-5.101675,7.9764442,7.67969,7.0224395,2248.293495089625,611.5159531711022,4831.719501201923,1876.4089479882869,0.09482421875,0.031015035102200033,0.29950655,0.2963206,0.24936652,0.062564366,151.99908088235293,pop,pop.00026.wav,9
-18.490786,47.796803,68.03295,27.027512,-3.1936471,12.677771,8.206742,14.1424675,7.847888,10.896489,-1.4789548,11.302163,-1.5193903,8.829524,-2.0823736,8.338974,-0.31123975,7.8088326,-3.2215707,8.689568,1.1588871,6.680031,3.14188,5.2087913,3.9443867,4.1626406,3132.4631453677725,811.052154649193,6764.407301682692,1543.1574925740856,0.14322791466346155,0.06931219091547025,0.3427372,0.3031648,0.2041142,0.066299595,184.5703125,pop,pop.00030.wav,0
-50.14647,54.566105,80.611885,25.146122,0.16642562,18.580858,5.547781,18.688196,4.078347,10.755141,0.6687221,11.221382,1.6541997,8.6558075,0.5031486,10.311784,7.208062,10.563005,5.5192657,7.921391,-1.8507822,7.8405313,0.3046801,6.4224973,6.17221,6.348837,2823.7760173128468,781.5087939945292,6170.670635516827,1656.8060108129664,0.12105994591346154,0.05924917591013219,0.36758596,0.3024163,0.17419481,0.068718314,95.703125,pop,pop.00030.wav,1
-51.342144,56.497635,83.24623,19.486927,-3.54121,15.912359,-3.5638764,18.45194,-1.3872302,10.871538,-3.7576346,9.223978,-0.31637415,10.60364,-2.8657682,11.716933,8.146464,12.410993,6.4344645,9.291159,-1.7024798,10.011117,-6.0125847,6.900019,-1.1986595,6.4436426,2689.9259672662088,594.969189370813,6014.057992788462,1537.009663272974,0.11047551081730769,0.032388874984861725,0.33872637,0.30233687,0.17633303,0.06655399,184.5703125,pop,pop.00030.wav,2
-33.273266,97.15114,69.20356,24.779472,-6.1744533,17.44262,-1.9756571,13.835036,-1.7223082,10.198082,0.19195832,10.693769,-2.4310396,6.448338,-1.7577788,9.427524,0.49379063,8.5119095,2.067513,6.9309,-2.148939,10.8238735,-0.5503303,7.5106864,1.9574885,5.151932,3169.5894067841473,827.382680920815,6642.9103440504805,1724.5872013857472,0.17727989783653847,0.07433357008234176,0.4085498,0.27728328,0.18492925,0.11631236,184.5703125,pop,pop.00030.wav,3
-9.057313,42.662502,66.38287,22.098583,-4.2049265,18.566479,-3.3298862,13.597121,-0.9088141,10.243047,-1.979511,12.40873,-0.95490485,7.387605,2.7864285,6.467699,-3.882211,11.488647,-1.7621509,7.660226,0.039049353,8.233583,-2.8730352,7.125605,2.3435786,5.8271527,3312.177687637992,864.6573343688659,7037.05078125,1409.16398609369,0.1702862079326923,0.08329994267234546,0.37928912,0.27553356,0.19480883,0.06933635,95.703125,pop,pop.00030.wav,4
3.9922621,42.88948,77.228,18.021818,-14.132211,18.240454,-4.971099,13.222798,1.8049905,8.562606,6.2773743,13.1831255,-0.44948107,7.548089,2.906324,8.196175,5.766673,6.3776493,1.9755768,6.651764,-3.6256955,8.510698,-5.758558,8.101753,1.6245316,5.823804,2900.860292180929,656.6110354939349,6172.49267578125,1404.4552316824954,0.1461162860576923,0.058134564591334655,0.3957157,0.28132442,0.23029536,0.07468802,95.703125,pop,pop.00030.wav,5
-0.29719004,46.681004,75.72903,21.23935,-8.282216,14.960356,1.9099121,15.40571,-0.40043905,10.839539,2.0276287,9.443399,2.6967137,9.174489,-0.5947409,9.4330435,-4.61111,10.142004,-0.969146,5.710619,1.9544096,7.7263727,0.63851047,8.381527,1.8459158,6.3955054,2889.419833394077,575.7542095609382,6257.962928185096,1228.4366860620523,0.13766526442307692,0.04223183386798141,0.359193,0.28061116,0.22974284,0.08158966,95.703125,pop,pop.00030.wav,6
0.022158813,43.58224,67.163315,19.185106,-2.056796,15.852403,-1.6454763,11.263863,2.5508566,8.592166,-3.1210768,9.382217,-4.724621,7.927264,0.65797424,6.008339,0.18705122,6.9397426,-3.834618,7.86174,0.9973222,7.430705,1.6445414,6.309346,1.973199,6.0120063,3384.5017604524487,876.5921017199091,7257.434833233173,1364.7553648443113,0.17120267427884617,0.07758535227228885,0.38104108,0.2788846,0.20078884,0.0681556,95.703125,pop,pop.00030.wav,7
2.8308687,41.706886,71.172386,15.364575,-9.115134,14.84465,-1.7086903,9.9906225,0.49763265,7.855298,1.0858182,11.02965,0.17282668,6.8673134,2.826641,7.866576,1.5234833,7.750927,-3.679442,6.978907,-5.7887554,6.7731895,0.16222227,6.9659452,7.061977,5.7678413,3034.5408559603957,499.98901991116645,6735.834397536058,1122.0560525679623,0.140966796875,0.037007013528582745,0.33097076,0.29809394,0.23553103,0.07826202,95.703125,pop,pop.00030.wav,8
-28.429264,43.326622,64.811615,19.618118,1.3033276,16.855768,-2.4902794,14.900914,4.0886474,11.025456,-9.2404375,10.645168,-7.292789,10.92457,-5.6237364,10.91259,-7.457038,8.141466,-4.2660275,7.590099,-1.3897439,10.5157995,-1.1914241,10.169947,-0.4347222,6.634329,3351.763883537287,844.1428815271895,7456.368502103365,1263.1188153842725,0.1545673076923077,0.08905205219344181,0.30704764,0.30464146,0.18876545,0.06155962,95.703125,pop,pop.00030.wav,9
-77.35021,54.70265,58.894337,29.581635,10.006666,17.14105,20.97854,16.524544,10.597981,14.538117,4.5461764,21.677366,8.66452,12.340302,4.2797,10.041549,10.1283865,10.448224,7.6141233,12.917673,2.2778196,7.406967,7.154628,8.250798,5.699169,7.089374,3063.2328008101977,894.5755267651587,6809.130108173077,1501.914610339441,0.11671048677884616,0.08946353676998506,0.42888477,0.3176627,0.18044944,0.086621635,78.30255681818181,pop,pop.00024.wav,0
-80.85695,80.86166,42.64088,25.377134,27.672318,19.503674,20.02773,16.990128,14.929273,10.133805,11.162749,12.280347,11.709572,8.378236,9.574034,9.544382,10.051303,9.332828,5.6616063,8.901089,1.909725,8.318229,-0.26713866,9.197834,3.471785,6.4498096,3817.3631267466817,1057.3283094601354,8208.45703125,1371.473382505318,0.18408578725961539,0.12297578086516593,0.50529563,0.3130586,0.1734466,0.09459742,117.45383522727273,pop,pop.00024.wav,1
-57.338776,52.006374,69.63457,22.178421,11.9636,17.166256,2.2857032,17.820347,5.1763115,12.964657,0.14874361,11.351992,9.972321,11.615634,0.5165688,9.521407,9.21166,9.329983,4.5908985,9.567057,-3.5058682,9.716918,-5.662256,8.901506,-3.3433673,8.23946,3178.188538425275,677.1872880375361,7778.538348858173,1261.8955838561133,0.12119891826923077,0.05172059281666924,0.3911722,0.31533962,0.18308775,0.08478598,117.45383522727273,pop,pop.00024.wav,2
-67.33066,55.71853,71.46277,26.64259,13.526127,18.66641,13.912435,17.130064,11.991115,13.708021,11.770969,12.107319,12.494135,10.078795,0.24207763,12.5333395,9.275034,8.459568,4.8212185,8.863322,3.7028115,8.114518,2.564604,8.424264,1.1614449,5.94724,2967.8881702961694,1065.3366390033439,6610.030799278846,1795.369148897445,0.11829176682692308,0.10231427028682992,0.39772484,0.31718037,0.1932751,0.08027921,78.30255681818181,pop,pop.00024.wav,3
-44.367935,44.61027,55.20853,22.726112,18.342009,20.681377,12.03199,10.176464,12.172574,9.176936,7.2516537,13.063541,8.5810175,8.082515,6.0621843,8.907114,11.065095,9.498509,7.393776,8.585777,-1.3924462,6.7016644,-2.7160015,6.6800833,2.151065,6.4160175,3668.679073809478,861.5574314515106,8043.231107271635,1509.4974532679469,0.15889047475961537,0.06619859071509218,0.4450996,0.3153177,0.18554515,0.08746633,117.45383522727273,pop,pop.00024.wav,4
-49.03922,47.44633,63.70656,24.968233,17.049023,18.57799,9.926414,18.995123,14.457391,8.61415,3.716226,10.744683,14.35978,6.8312974,5.522733,9.494663,12.319937,7.6670732,9.468364,5.9099255,1.696003,6.9641867,-0.8923787,5.7859616,1.394687,5.9070506,3507.2965844168634,1127.1918771804847,7725.450721153846,1719.6675579870675,0.16101637620192308,0.1158156918801766,0.41552946,0.3000729,0.1883531,0.076312505,117.45383522727273,pop,pop.00024.wav,5
